Date,Description,Credit,Debit,Running_Balance
2024-04-16,CHQ-OUT-PEPSICO INDIA HOLDINGS,0.0,95965.0,3301963.0
2024-04-17,NEFT-INW-Supermarket Distributor Payout,41563.0,0.0,3343526.0
2024-04-17,RTGS-INW-Regional Sub-Stockist,89072.0,0.0,3432598.0
2024-04-17,RTGS-INW-Regional Sub-Stockist,128870.0,0.0,3561468.0
2024-04-17,RTGS-INW-Regional Sub-Stockist,87105.0,0.0,3648573.0
2024-04-18,UPI-GPay-Merchant-Daily-Payout,22760.0,0.0,3671333.0
2024-04-18,UPI-GPay-Merchant-Daily-Payout,36017.0,0.0,3707350.0
2024-04-18,RTGS-INW-Regional Sub-Stockist,69919.0,0.0,3777269.0
2024-04-19,UPI-PhonePe-Corporate-Settlement,38591.0,0.0,3815860.0
2024-04-19,UPI-PhonePe-Corporate-Settlement,10555.0,0.0,3826415.0
2024-04-20,CHQ-OUT-COCA COLA BEVERAGES,0.0,13861.0,3812554.0
2024-04-20,Cash Deposit-Bulk-Guwahati Main Branch,147114.0,0.0,3959668.0
2024-04-21,IMPS-OUT-Staff Salary Disbursal,0.0,60000.0,3899668.0
2024-04-21,CHQ-OUT-PEPSICO INDIA HOLDINGS,0.0,82317.0,3817351.0
2024-04-21,RTGS-INW-Regional Sub-Stockist,100659.0,0.0,3918010.0
2024-04-21,RTGS-INW-Regional Sub-Stockist,80506.0,0.0,3998516.0
2024-04-22,Cash Withdraw-ATM-Self,0.0,3022.0,3995494.0
2024-04-22,Cash Deposit-Bulk-Guwahati Main Branch,146320.0,0.0,4141814.0
2024-04-22,NEFT-INW-Supermarket Distributor Payout,35351.0,0.0,4177165.0
2024-04-22,RTGS-INW-Regional Sub-Stockist,51232.0,0.0,4228397.0
2024-04-23,UPI-OUT-Customs & Octroi Duty Guwahati,0.0,7324.0,4221073.0
2024-04-23,UPI-BharatPe-Bulk-Settlement,34605.0,0.0,4255678.0
2024-04-24,UPI-OUT-Local Transport Charges,0.0,11990.0,4243688.0
2024-04-24,UPI-GPay-Merchant-Daily-Payout,24506.0,0.0,4268194.0
2024-04-24,Cash Deposit-Bulk-Guwahati Main Branch,116581.0,0.0,4384775.0
2024-04-25,UPI-PhonePe-Corporate-Settlement,23130.0,0.0,4407905.0
2024-04-25,UPI-PhonePe-Corporate-Settlement,29814.0,0.0,4437719.0
2024-04-25,Cash Withdraw-ATM-Self,0.0,4051.0,4433668.0
2024-04-26,UPI-GPay-Merchant-Daily-Payout,44372.0,0.0,4478040.0
2024-04-26,Cash Deposit-Bulk-Guwahati Main Branch,80887.0,0.0,4558927.0
2024-04-26,NEFT-INW-Supermarket Distributor Payout,31985.0,0.0,4590912.0
2024-04-27,UPI-OUT-Customs & Octroi Duty Guwahati,0.0,5634.0,4585278.0
2024-04-27,CHQ-OUT-PEPSICO INDIA HOLDINGS,0.0,92880.0,4492398.0
2024-04-27,Cash Deposit-Bulk-Guwahati Main Branch,102764.0,0.0,4595162.0
2024-04-28,CHQ-OUT-COCA COLA BEVERAGES,0.0,9521.0,4585641.0
2024-04-28,UPI-GPay-Merchant-Daily-Payout,31892.0,0.0,4617533.0
2024-04-28,UPI-GPay-Merchant-Daily-Payout,35475.0,0.0,4653008.0
2024-04-29,UPI-GPay-Merchant-Daily-Payout,37498.0,0.0,4690506.0
2024-04-29,CHQ-OUT-COCA COLA BEVERAGES,0.0,9774.0,4680732.0
2024-04-30,NEFT-INW-Supermarket Distributor Payout,14056.0,0.0,4694788.0
2024-04-30,NEFT-INW-Supermarket Distributor Payout,19950.0,0.0,4714738.0
2024-05-01,NEFT-INW-Supermarket Distributor Payout,44549.0,0.0,4759287.0
2024-05-01,UPI-PhonePe-Corporate-Settlement,15932.0,0.0,4775219.0
2024-05-01,UPI-GPay-Merchant-Daily-Payout,21714.0,0.0,4796933.0
2024-05-02,CHQ-OUT-PEPSICO INDIA HOLDINGS,0.0,95965.0,4700968.0
2024-05-02,UPI-OUT-Shop Warehouse Rent,0.0,35000.0,4665968.0
2024-05-02,IMPS-OUT-Staff Salary Disbursal,0.0,60000.0,4605968.0
2024-05-02,UPI-OUT-Customs & Octroi Duty Guwahati,0.0,3831.0,4602137.0
2024-05-03,UPI-GPay-Merchant-Daily-Payout,13848.0,0.0,4615985.0
2024-05-03,NEFT-INW-Supermarket Distributor Payout,33620.0,0.0,4649605.0
2024-05-04,RTGS-INW-Regional Sub-Stockist,60463.0,0.0,4710068.0
2024-05-04,CHQ-OUT-PEPSICO INDIA HOLDINGS,0.0,117331.0,4592737.0
2024-05-05,UPI-PhonePe-Corporate-Settlement,30235.0,0.0,4622972.0
2024-05-05,CHQ-OUT-PEPSICO INDIA HOLDINGS,0.0,54602.0,4568370.0
2024-05-06,NEFT-OUT-AMUL DAIRY PRODUCTS,0.0,48213.0,4520157.0
2024-05-06,CHQ-OUT-PEPSICO INDIA HOLDINGS,0.0,66225.0,4453932.0
2024-05-06,Cash Withdraw-ATM-Self,0.0,11272.0,4442660.0
2024-05-06,IMPS-INW-Merchant Settlement,34540.0,0.0,4477200.0
2024-05-07,UPI-PhonePe-Corporate-Settlement,31535.0,0.0,4508735.0
2024-05-07,UPI-OUT-Local Transport Charges,0.0,6577.0,4502158.0
2024-05-07,CHQ-OUT-PEPSICO INDIA HOLDINGS,0.0,119666.0,4382492.0
2024-05-07,RTGS-INW-Regional Sub-Stockist,57972.0,0.0,4440464.0
2024-05-08,UPI-GPay-Merchant-Daily-Payout,25906.0,0.0,4466370.0
2024-05-08,UPI-OUT-Local Transport Charges,0.0,9469.0,4456901.0
2024-05-08,UPI-GPay-Merchant-Daily-Payout,29887.0,0.0,4486788.0
2024-05-09,RTGS-OUT-NESTLE INDIA DISTRIBUTOR,0.0,97729.0,4389059.0
2024-05-09,Cash Deposit-Bulk-Guwahati Main Branch,132462.0,0.0,4521521.0
2024-05-10,NEFT-INW-Supermarket Distributor Payout,42538.0,0.0,4564059.0
2024-05-10,Cash Withdraw-ATM-Self,0.0,5124.0,4558935.0
2024-05-10,UPI-OUT-Customs & Octroi Duty Guwahati,0.0,8490.0,4550445.0
2024-05-10,RTGS-INW-Regional Sub-Stockist,55201.0,0.0,4605646.0
2024-05-11,IMPS-INW-Merchant Settlement,12470.0,0.0,4618116.0
2024-05-11,IMPS-INW-Merchant Settlement,40048.0,0.0,4658164.0
2024-05-11,RTGS-OUT-NESTLE INDIA DISTRIBUTOR,0.0,54361.0,4603803.0
2024-05-11,UPI-OUT-Customs & Octroi Duty Guwahati,0.0,5089.0,4598714.0
2024-05-12,UPI-OUT-Shop Warehouse Rent,0.0,35000.0,4563714.0
2024-05-12,UPI-OUT-Local Transport Charges,0.0,9598.0,4554116.0
2024-05-12,UPI-PhonePe-Corporate-Settlement,25280.0,0.0,4579396.0
2024-05-13,IMPS-OUT-Staff Salary Disbursal,0.0,60000.0,4519396.0
2024-05-13,IMPS-INW-Merchant Settlement,23880.0,0.0,4543276.0
2024-05-13,NEFT-INW-Supermarket Distributor Payout,39202.0,0.0,4582478.0
2024-05-13,NEFT-INW-Supermarket Distributor Payout,14811.0,0.0,4597289.0
2024-05-14,UPI-BharatPe-Bulk-Settlement,33002.0,0.0,4630291.0
2024-05-14,UPI-GPay-Merchant-Daily-Payout,24242.0,0.0,4654533.0
2024-05-14,RTGS-OUT-NESTLE INDIA DISTRIBUTOR,0.0,112074.0,4542459.0
2024-05-15,UPI-BharatPe-Bulk-Settlement,43589.0,0.0,4586048.0
2024-05-15,RTGS-OUT-NESTLE INDIA DISTRIBUTOR,0.0,96710.0,4489338.0
2024-05-15,CHQ-OUT-COCA COLA BEVERAGES,0.0,3960.0,4485378.0
2024-05-16,UPI-PhonePe-Corporate-Settlement,42087.0,0.0,4527465.0
2024-05-16,UPI-PhonePe-Corporate-Settlement,28909.0,0.0,4556374.0
2024-05-17,CHQ-OUT-PEPSICO INDIA HOLDINGS,0.0,98682.0,4457692.0
2024-05-17,Cash Withdraw-ATM-Self,0.0,14606.0,4443086.0
2024-05-18,CHQ-OUT-PEPSICO INDIA HOLDINGS,0.0,62814.0,4380272.0
2024-05-18,UPI-OUT-Shop Warehouse Rent,0.0,35000.0,4345272.0
2024-05-18,CHQ-OUT-COCA COLA BEVERAGES,0.0,7884.0,4337388.0
2024-05-18,IMPS-OUT-Staff Salary Disbursal,0.0,60000.0,4277388.0
2024-05-19,RTGS-INW-Regional Sub-Stockist,97773.0,0.0,4375161.0
2024-05-19,Cash Deposit-Bulk-Guwahati Main Branch,87633.0,0.0,4462794.0
2024-05-20,UPI-GPay-Merchant-Daily-Payout,23844.0,0.0,4486638.0
2024-05-20,RTGS-INW-Regional Sub-Stockist,53894.0,0.0,4540532.0
2024-05-20,Cash Deposit-Bulk-Guwahati Main Branch,135028.0,0.0,4675560.0
2024-05-21,Cash Deposit-Bulk-Guwahati Main Branch,104287.0,0.0,4779847.0
2024-05-21,NEFT-OUT-AMUL DAIRY PRODUCTS,0.0,50596.0,4729251.0
2024-05-22,UPI-GPay-Merchant-Daily-Payout,16915.0,0.0,4746166.0
2024-05-22,RTGS-INW-Regional Sub-Stockist,143884.0,0.0,4890050.0
2024-05-23,IMPS-INW-Merchant Settlement,10225.0,0.0,4900275.0
2024-05-23,UPI-PhonePe-Corporate-Settlement,16570.0,0.0,4916845.0
2024-05-23,UPI-GPay-Merchant-Daily-Payout,40666.0,0.0,4957511.0
2024-05-24,UPI-PhonePe-Corporate-Settlement,36584.0,0.0,4994095.0
2024-05-24,UPI-BharatPe-Bulk-Settlement,42438.0,0.0,5036533.0
2024-05-24,UPI-OUT-Customs & Octroi Duty Guwahati,0.0,11309.0,5025224.0
2024-05-25,IMPS-INW-Merchant Settlement,42428.0,0.0,5067652.0
2024-05-25,UPI-BharatPe-Bulk-Settlement,12650.0,0.0,5080302.0
2024-05-25,Cash Withdraw-ATM-Self,0.0,11982.0,5068320.0
2024-05-26,NEFT-INW-Supermarket Distributor Payout,33992.0,0.0,5102312.0
2024-05-26,UPI-PhonePe-Corporate-Settlement,41772.0,0.0,5144084.0
2024-05-26,UPI-BharatPe-Bulk-Settlement,33839.0,0.0,5177923.0
2024-05-27,UPI-BharatPe-Bulk-Settlement,36301.0,0.0,5214224.0
2024-05-27,Cash Deposit-Bulk-Guwahati Main Branch,122960.0,0.0,5337184.0
2024-05-27,NEFT-INW-Supermarket Distributor Payout,17698.0,0.0,5354882.0
2024-05-27,UPI-GPay-Merchant-Daily-Payout,34460.0,0.0,5389342.0
2024-05-28,UPI-GPay-Merchant-Daily-Payout,16703.0,0.0,5406045.0
2024-05-28,IMPS-INW-Merchant Settlement,24940.0,0.0,5430985.0
2024-05-28,RTGS-INW-Regional Sub-Stockist,78629.0,0.0,5509614.0
2024-05-28,NEFT-INW-Supermarket Distributor Payout,18361.0,0.0,5527975.0
2024-05-29,CHQ-OUT-COCA COLA BEVERAGES,0.0,7870.0,5520105.0
2024-05-29,UPI-BharatPe-Bulk-Settlement,14332.0,0.0,5534437.0
2024-05-30,UPI-BharatPe-Bulk-Settlement,12256.0,0.0,5546693.0
2024-05-30,Cash Deposit-Bulk-Guwahati Main Branch,120569.0,0.0,5667262.0
2024-05-31,Cash Withdraw-ATM-Self,0.0,13674.0,5653588.0
2024-05-31,RTGS-INW-Regional Sub-Stockist,66111.0,0.0,5719699.0
2024-06-01,UPI-PhonePe-Corporate-Settlement,32925.0,0.0,5752624.0
2024-06-01,UPI-BharatPe-Bulk-Settlement,42753.0,0.0,5795377.0
2024-06-01,RTGS-INW-Regional Sub-Stockist,87484.0,0.0,5882861.0
2024-06-02,IMPS-INW-Merchant Settlement,22465.0,0.0,5905326.0
2024-06-02,IMPS-OUT-Staff Salary Disbursal,0.0,60000.0,5845326.0
2024-06-03,UPI-OUT-Shop Warehouse Rent,0.0,35000.0,5810326.0
2024-06-03,Cash Deposit-Bulk-Guwahati Main Branch,94733.0,0.0,5905059.0
2024-06-03,IMPS-INW-Merchant Settlement,36263.0,0.0,5941322.0
2024-06-04,NEFT-INW-Supermarket Distributor Payout,29874.0,0.0,5971196.0
2024-06-04,UPI-GPay-Merchant-Daily-Payout,14857.0,0.0,5986053.0
2024-06-04,UPI-PhonePe-Corporate-Settlement,15403.0,0.0,6001456.0
2024-06-04,NEFT-INW-Supermarket Distributor Payout,41058.0,0.0,6042514.0
2024-06-05,UPI-OUT-Shop Warehouse Rent,0.0,35000.0,6007514.0
2024-06-05,UPI-OUT-Local Transport Charges,0.0,8955.0,5998559.0
2024-06-06,UPI-OUT-Customs & Octroi Duty Guwahati,0.0,11636.0,5986923.0
2024-06-06,CHQ-OUT-COCA COLA BEVERAGES,0.0,8555.0,5978368.0
2024-06-06,RTGS-OUT-NESTLE INDIA DISTRIBUTOR,0.0,41634.0,5936734.0
2024-06-07,NEFT-OUT-AMUL DAIRY PRODUCTS,0.0,99021.0,5837713.0
2024-06-07,UPI-PhonePe-Corporate-Settlement,11585.0,0.0,5849298.0
2024-06-07,UPI-GPay-Merchant-Daily-Payout,26496.0,0.0,5875794.0
2024-06-07,UPI-OUT-Local Transport Charges,0.0,13415.0,5862379.0
2024-06-08,UPI-PhonePe-Corporate-Settlement,33522.0,0.0,5895901.0
2024-06-08,CHQ-OUT-PEPSICO INDIA HOLDINGS,0.0,49860.0,5846041.0
2024-06-08,UPI-OUT-Customs & Octroi Duty Guwahati,0.0,14515.0,5831526.0
2024-06-09,Cash Withdraw-ATM-Self,0.0,5641.0,5825885.0
2024-06-09,UPI-PhonePe-Corporate-Settlement,44893.0,0.0,5870778.0
2024-06-09,UPI-GPay-Merchant-Daily-Payout,23038.0,0.0,5893816.0
2024-06-10,UPI-OUT-Customs & Octroi Duty Guwahati,0.0,5120.0,5888696.0
2024-06-10,NEFT-OUT-AMUL DAIRY PRODUCTS,0.0,58987.0,5829709.0
2024-06-10,UPI-OUT-Shop Warehouse Rent,0.0,35000.0,5794709.0
2024-06-10,IMPS-INW-Merchant Settlement,35649.0,0.0,5830358.0
2024-06-11,IMPS-INW-Merchant Settlement,36559.0,0.0,5866917.0
2024-06-11,CHQ-OUT-COCA COLA BEVERAGES,0.0,3352.0,5863565.0
2024-06-11,Cash Deposit-Bulk-Guwahati Main Branch,113761.0,0.0,5977326.0
2024-06-12,NEFT-INW-Supermarket Distributor Payout,32998.0,0.0,6010324.0
2024-06-12,RTGS-INW-Regional Sub-Stockist,98114.0,0.0,6108438.0
2024-06-13,UPI-BharatPe-Bulk-Settlement,39041.0,0.0,6147479.0
2024-06-13,UPI-PhonePe-Corporate-Settlement,25153.0,0.0,6172632.0
2024-06-13,UPI-OUT-Customs & Octroi Duty Guwahati,0.0,5785.0,6166847.0
2024-06-14,Cash Deposit-Bulk-Guwahati Main Branch,71178.0,0.0,6238025.0
2024-06-14,UPI-PhonePe-Corporate-Settlement,36981.0,0.0,6275006.0
2024-06-15,IMPS-INW-Merchant Settlement,15553.0,0.0,6290559.0
2024-06-15,UPI-BharatPe-Bulk-Settlement,42463.0,0.0,6333022.0
2024-06-16,NEFT-INW-Supermarket Distributor Payout,21966.0,0.0,6354988.0
2024-06-16,CHQ-OUT-PEPSICO INDIA HOLDINGS,0.0,51486.0,6303502.0
2024-06-16,NEFT-OUT-AMUL DAIRY PRODUCTS,0.0,55736.0,6247766.0
2024-06-17,CHQ-OUT-COCA COLA BEVERAGES,0.0,12528.0,6235238.0
2024-06-17,UPI-BharatPe-Bulk-Settlement,32721.0,0.0,6267959.0
2024-06-17,RTGS-OUT-NESTLE INDIA DISTRIBUTOR,0.0,92595.0,6175364.0
2024-06-17,UPI-PhonePe-Corporate-Settlement,19527.0,0.0,6194891.0
2024-06-18,NEFT-OUT-AMUL DAIRY PRODUCTS,0.0,54075.0,6140816.0
2024-06-18,IMPS-INW-Merchant Settlement,10043.0,0.0,6150859.0
2024-06-18,UPI-GPay-Merchant-Daily-Payout,18901.0,0.0,6169760.0
2024-06-18,Cash Withdraw-ATM-Self,0.0,13736.0,6156024.0
2024-06-19,UPI-PhonePe-Corporate-Settlement,14774.0,0.0,6170798.0
2024-06-19,UPI-GPay-Merchant-Daily-Payout,41304.0,0.0,6212102.0
2024-06-20,UPI-PhonePe-Corporate-Settlement,42589.0,0.0,6254691.0
2024-06-20,UPI-PhonePe-Corporate-Settlement,30529.0,0.0,6285220.0
2024-06-20,Cash Deposit-Bulk-Guwahati Main Branch,81254.0,0.0,6366474.0
2024-06-21,IMPS-OUT-Staff Salary Disbursal,0.0,60000.0,6306474.0
2024-06-21,UPI-BharatPe-Bulk-Settlement,26092.0,0.0,6332566.0
2024-06-21,Cash Deposit-Bulk-Guwahati Main Branch,101015.0,0.0,6433581.0
2024-06-22,RTGS-INW-Regional Sub-Stockist,68860.0,0.0,6502441.0
2024-06-22,NEFT-INW-Supermarket Distributor Payout,36600.0,0.0,6539041.0
2024-06-22,Cash Withdraw-ATM-Self,0.0,6264.0,6532777.0
2024-06-23,UPI-OUT-Local Transport Charges,0.0,11492.0,6521285.0
2024-06-23,NEFT-INW-Supermarket Distributor Payout,19183.0,0.0,6540468.0
2024-06-23,Cash Deposit-Bulk-Guwahati Main Branch,100696.0,0.0,6641164.0
2024-06-23,IMPS-INW-Merchant Settlement,33943.0,0.0,6675107.0
2024-06-24,UPI-OUT-Local Transport Charges,0.0,8582.0,6666525.0
2024-06-24,RTGS-INW-Regional Sub-Stockist,129824.0,0.0,6796349.0
2024-06-24,IMPS-INW-Merchant Settlement,38561.0,0.0,6834910.0
2024-06-25,NEFT-OUT-AMUL DAIRY PRODUCTS,0.0,75066.0,6759844.0
2024-06-25,UPI-PhonePe-Corporate-Settlement,11507.0,0.0,6771351.0
2024-06-25,UPI-BharatPe-Bulk-Settlement,41446.0,0.0,6812797.0
2024-06-25,UPI-GPay-Merchant-Daily-Payout,15808.0,0.0,6828605.0
2024-06-26,UPI-OUT-Customs & Octroi Duty Guwahati,0.0,12984.0,6815621.0
2024-06-26,UPI-BharatPe-Bulk-Settlement,27930.0,0.0,6843551.0
2024-06-26,UPI-OUT-Shop Warehouse Rent,0.0,35000.0,6808551.0
2024-06-26,Cash Deposit-Bulk-Guwahati Main Branch,142202.0,0.0,6950753.0
2024-06-27,CHQ-OUT-COCA COLA BEVERAGES,0.0,7260.0,6943493.0
2024-06-27,UPI-GPay-Merchant-Daily-Payout,37528.0,0.0,6981021.0
2024-06-27,Cash Deposit-Bulk-Guwahati Main Branch,140467.0,0.0,7121488.0
2024-06-27,Cash Withdraw-ATM-Self,0.0,10988.0,7110500.0
2024-06-28,Cash Deposit-Bulk-Guwahati Main Branch,74540.0,0.0,7185040.0
2024-06-28,UPI-OUT-Customs & Octroi Duty Guwahati,0.0,9155.0,7175885.0
2024-06-28,IMPS-INW-Merchant Settlement,17206.0,0.0,7193091.0
2024-06-29,UPI-BharatPe-Bulk-Settlement,15964.0,0.0,7209055.0
2024-06-29,UPI-BharatPe-Bulk-Settlement,30913.0,0.0,7239968.0
2024-06-29,UPI-PhonePe-Corporate-Settlement,39383.0,0.0,7279351.0
2024-06-29,Cash Withdraw-ATM-Self,0.0,6707.0,7272644.0
2024-06-30,IMPS-OUT-Staff Salary Disbursal,0.0,60000.0,7212644.0
2024-06-30,UPI-BharatPe-Bulk-Settlement,28612.0,0.0,7241256.0
2024-06-30,NEFT-INW-Supermarket Distributor Payout,36857.0,0.0,7278113.0
2024-07-01,IMPS-INW-Merchant Settlement,21890.0,0.0,7300003.0
2024-07-01,UPI-OUT-Shop Warehouse Rent,0.0,35000.0,7265003.0
2024-07-01,RTGS-INW-Regional Sub-Stockist,54437.0,0.0,7319440.0
2024-07-02,UPI-OUT-Shop Warehouse Rent,0.0,35000.0,7284440.0
2024-07-02,IMPS-INW-Merchant Settlement,31740.0,0.0,7316180.0
2024-07-02,CHQ-OUT-COCA COLA BEVERAGES,0.0,13232.0,7302948.0
2024-07-02,NEFT-OUT-AMUL DAIRY PRODUCTS,0.0,72402.0,7230546.0
2024-07-03,IMPS-INW-Merchant Settlement,20856.0,0.0,7251402.0
2024-07-03,CHQ-OUT-COCA COLA BEVERAGES,0.0,4346.0,7247056.0
2024-07-03,UPI-BharatPe-Bulk-Settlement,26651.0,0.0,7273707.0
2024-07-04,Cash Deposit-Bulk-Guwahati Main Branch,95121.0,0.0,7368828.0
2024-07-04,IMPS-INW-Merchant Settlement,40238.0,0.0,7409066.0
2024-07-04,NEFT-INW-Supermarket Distributor Payout,33512.0,0.0,7442578.0
2024-07-04,UPI-GPay-Merchant-Daily-Payout,35574.0,0.0,7478152.0
2024-07-05,RTGS-INW-Regional Sub-Stockist,86011.0,0.0,7564163.0
2024-07-05,UPI-OUT-Shop Warehouse Rent,0.0,35000.0,7529163.0
2024-07-05,UPI-PhonePe-Corporate-Settlement,18090.0,0.0,7547253.0
2024-07-06,UPI-BharatPe-Bulk-Settlement,42820.0,0.0,7590073.0
2024-07-06,Cash Deposit-Bulk-Guwahati Main Branch,144668.0,0.0,7734741.0
2024-07-06,UPI-PhonePe-Corporate-Settlement,17520.0,0.0,7752261.0
2024-07-07,Cash Deposit-Bulk-Guwahati Main Branch,117677.0,0.0,7869938.0
2024-07-07,NEFT-OUT-AMUL DAIRY PRODUCTS,0.0,42938.0,7827000.0
2024-07-07,CHQ-OUT-PEPSICO INDIA HOLDINGS,0.0,89397.0,7737603.0
2024-07-08,Cash Deposit-Bulk-Guwahati Main Branch,58224.0,0.0,7795827.0
2024-07-08,CHQ-OUT-PEPSICO INDIA HOLDINGS,0.0,44479.0,7751348.0
2024-07-08,UPI-BharatPe-Bulk-Settlement,34514.0,0.0,7785862.0
2024-07-08,UPI-BharatPe-Bulk-Settlement,42026.0,0.0,7827888.0
2024-07-09,Cash Withdraw-ATM-Self,0.0,5493.0,7822395.0
2024-07-09,UPI-GPay-Merchant-Daily-Payout,24360.0,0.0,7846755.0
2024-07-10,NEFT-INW-Supermarket Distributor Payout,19409.0,0.0,7866164.0
2024-07-10,Cash Deposit-Bulk-Guwahati Main Branch,134559.0,0.0,8000723.0
2024-07-11,Cash Deposit-Bulk-Guwahati Main Branch,97198.0,0.0,8097921.0
2024-07-11,Cash Deposit-Bulk-Guwahati Main Branch,58560.0,0.0,8156481.0
2024-07-11,NEFT-INW-Supermarket Distributor Payout,18187.0,0.0,8174668.0
2024-07-11,UPI-GPay-Merchant-Daily-Payout,21908.0,0.0,8196576.0
2024-07-12,UPI-BharatPe-Bulk-Settlement,28722.0,0.0,8225298.0
2024-07-12,CHQ-OUT-PEPSICO INDIA HOLDINGS,0.0,94579.0,8130719.0
2024-07-12,UPI-GPay-Merchant-Daily-Payout,14261.0,0.0,8144980.0
2024-07-12,IMPS-INW-Merchant Settlement,37267.0,0.0,8182247.0
2024-07-13,RTGS-INW-Regional Sub-Stockist,64282.0,0.0,8246529.0
2024-07-13,Cash Withdraw-ATM-Self,0.0,11342.0,8235187.0
2024-07-14,CHQ-OUT-COCA COLA BEVERAGES,0.0,4236.0,8230951.0
2024-07-14,NEFT-OUT-AMUL DAIRY PRODUCTS,0.0,63850.0,8167101.0
2024-07-14,RTGS-INW-Regional Sub-Stockist,149175.0,0.0,8316276.0
2024-07-15,IMPS-INW-Merchant Settlement,11357.0,0.0,8327633.0
2024-07-15,IMPS-INW-Merchant Settlement,32049.0,0.0,8359682.0
2024-07-16,NEFT-OUT-AMUL DAIRY PRODUCTS,0.0,50539.0,8309143.0
2024-07-16,UPI-GPay-Merchant-Daily-Payout,39804.0,0.0,8348947.0
2024-07-16,Cash Deposit-Bulk-Guwahati Main Branch,88596.0,0.0,8437543.0
2024-07-16,UPI-BharatPe-Bulk-Settlement,27990.0,0.0,8465533.0
2024-07-17,UPI-PhonePe-Corporate-Settlement,35657.0,0.0,8501190.0
2024-07-17,IMPS-INW-Merchant Settlement,31933.0,0.0,8533123.0
2024-07-17,Cash Deposit-Bulk-Guwahati Main Branch,140063.0,0.0,8673186.0
2024-07-18,UPI-BharatPe-Bulk-Settlement,42134.0,0.0,8715320.0
2024-07-18,UPI-PhonePe-Corporate-Settlement,20104.0,0.0,8735424.0
2024-07-18,IMPS-INW-Merchant Settlement,30844.0,0.0,8766268.0
2024-07-19,NEFT-INW-Supermarket Distributor Payout,36995.0,0.0,8803263.0
2024-07-19,CHQ-OUT-PEPSICO INDIA HOLDINGS,0.0,72001.0,8731262.0
2024-07-19,UPI-PhonePe-Corporate-Settlement,16762.0,0.0,8748024.0
2024-07-20,UPI-BharatPe-Bulk-Settlement,43045.0,0.0,8791069.0
2024-07-20,RTGS-OUT-NESTLE INDIA DISTRIBUTOR,0.0,42943.0,8748126.0
2024-07-20,UPI-OUT-Customs & Octroi Duty Guwahati,0.0,3952.0,8744174.0
2024-07-20,NEFT-OUT-AMUL DAIRY PRODUCTS,0.0,108117.0,8636057.0
2024-07-21,UPI-BharatPe-Bulk-Settlement,28276.0,0.0,8664333.0
2024-07-21,Cash Withdraw-ATM-Self,0.0,11449.0,8652884.0
2024-07-21,Cash Deposit-Bulk-Guwahati Main Branch,149282.0,0.0,8802166.0
2024-07-22,RTGS-INW-Regional Sub-Stockist,123574.0,0.0,8925740.0
2024-07-22,CHQ-OUT-COCA COLA BEVERAGES,0.0,6471.0,8919269.0
2024-07-22,Cash Deposit-Bulk-Guwahati Main Branch,72340.0,0.0,8991609.0
2024-07-22,UPI-BharatPe-Bulk-Settlement,23572.0,0.0,9015181.0
2024-07-23,UPI-GPay-Merchant-Daily-Payout,11251.0,0.0,9026432.0
2024-07-23,UPI-PhonePe-Corporate-Settlement,16506.0,0.0,9042938.0
2024-07-23,Cash Withdraw-ATM-Self,0.0,13086.0,9029852.0
2024-07-24,UPI-BharatPe-Bulk-Settlement,36801.0,0.0,9066653.0
2024-07-24,UPI-OUT-Local Transport Charges,0.0,5305.0,9061348.0
2024-07-25,Cash Withdraw-ATM-Self,0.0,8986.0,9052362.0
2024-07-25,RTGS-OUT-NESTLE INDIA DISTRIBUTOR,0.0,46559.0,9005803.0
2024-07-25,Cash Deposit-Bulk-Guwahati Main Branch,102438.0,0.0,9108241.0
2024-07-25,UPI-PhonePe-Corporate-Settlement,42432.0,0.0,9150673.0
2024-07-26,Cash Deposit-Bulk-Guwahati Main Branch,126945.0,0.0,9277618.0
2024-07-26,Cash Deposit-Bulk-Guwahati Main Branch,82926.0,0.0,9360544.0
2024-07-26,UPI-GPay-Merchant-Daily-Payout,19739.0,0.0,9380283.0
2024-07-26,UPI-BharatPe-Bulk-Settlement,16087.0,0.0,9396370.0
2024-07-27,IMPS-INW-Merchant Settlement,44607.0,0.0,9440977.0
2024-07-27,Cash Withdraw-ATM-Self,0.0,10369.0,9430608.0
2024-07-28,UPI-GPay-Merchant-Daily-Payout,33365.0,0.0,9463973.0
2024-07-28,UPI-GPay-Merchant-Daily-Payout,27755.0,0.0,9491728.0
2024-07-28,NEFT-INW-Supermarket Distributor Payout,23928.0,0.0,9515656.0
2024-07-28,IMPS-INW-Merchant Settlement,14922.0,0.0,9530578.0
2024-07-29,UPI-OUT-Shop Warehouse Rent,0.0,35000.0,9495578.0
2024-07-29,CHQ-OUT-PEPSICO INDIA HOLDINGS,0.0,47461.0,9448117.0
2024-07-29,UPI-OUT-Customs & Octroi Duty Guwahati,0.0,6914.0,9441203.0
2024-07-29,RTGS-OUT-NESTLE INDIA DISTRIBUTOR,0.0,102355.0,9338848.0
2024-07-30,UPI-GPay-Merchant-Daily-Payout,43963.0,0.0,9382811.0
2024-07-30,NEFT-INW-Supermarket Distributor Payout,44237.0,0.0,9427048.0
2024-07-30,UPI-GPay-Merchant-Daily-Payout,17375.0,0.0,9444423.0
2024-07-30,IMPS-INW-Merchant Settlement,40209.0,0.0,9484632.0
2024-07-31,RTGS-INW-Regional Sub-Stockist,69107.0,0.0,9553739.0
